,Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
297,BUENOS AIRES,General Villegas,Coronel Charlone,317,0,0,60,0,1,0,0,378
298,BUENOS AIRES,General Villegas,Emilio V. Bunge,0,0,0,0,0,1,0,0,1
299,BUENOS AIRES,General Villegas,General Villegas  (Est. Villegas),315,23,0,35,0,1,0,46,389
300,BUENOS AIRES,General Villegas,Piedritas,368,0,0,189,0,1,0,58,616
301,BUENOS AIRES,General Villegas,Santa Regina,0,75,0,0,0,0,0,0,75
302,BUENOS AIRES,General Villegas,Pichincha,0,0,0,0,0,1,0,0,1
303,BUENOS AIRES,Guaminí,Casbas,0,0,1,0,0,0,0,130,131
304,BUENOS AIRES,Guaminí,Guaminí,0,0,0,75,0,0,0,349,424
305,BUENOS AIRES,Guaminí,Laguna Alsina  (Est. Bonifacio),196,0,0,96,0,0,0,184,476
306,BUENOS AIRES,Guaminí,Arroyo Venado,0,0,0,0,0,0,0,43,43
307,BUENOS AIRES,Guaminí,Garré,0,0,0,288,0,0,0,0,288
308,BUENOS AIRES,Hipólito Yrigoyen,Henderson,113,0,1,0,0,0,0,810,924
309,BUENOS AIRES,Hurlingham,Hurlingham,548,1536,57,1695,65,0,0,296,3327
310,BUENOS AIRES,Hurlingham,Villa Santos Tesei,122,726,27,1319,1,0,0,72,2067
311,BUENOS AIRES,Hurlingham,William C. Morris,0,17,0,13,0,0,0,351,381
312,BUENOS AIRES,Ituzaingó,Ituzaingó Centro,419,2693,122,2229,122,3,0,199,5008
313,BUENOS AIRES,Ituzaingó,Ituzaingó Sur,0,0,0,0,0,0,0,30,30
314,BUENOS AIRES,Ituzaingó,OTROS,2,0,0,2,0,0,0,0,4
315,BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,21,887,9,325,0,0,0,338,1249
316,BUENOS AIRES,José C. Paz,Del Viso,0,241,0,0,0,0,0,0,241
317,BUENOS AIRES,José C. Paz,José C Paz,243,2918,84,1222,482,3,0,108,4451
318,BUENOS AIRES,José C. Paz,Tortuguitas,0,156,0,0,0,0,0,0,156
319,BUENOS AIRES,Junín,Agustín Roca,0,0,0,89,0,0,0,210,299
320,BUENOS AIRES,Junín,Agustina,0,0,0,8,0,0,0,0,8
321,BUENOS AIRES,Junín,Balneario Laguna de Gómez,0,0,0,0,0,0,0,4,4
322,BUENOS AIRES,Junín,Fortín Tiburcio,0,0,0,0,0,0,0,69,69
323,BUENOS AIRES,Junín,Junín,31,1815,87,431,89,1,0,769,3344
324,BUENOS AIRES,Junín,Laplacette,0,0,0,1,0,0,16,0,17
325,BUENOS AIRES,Junín,Morse,0,57,0,254,0,0,0,117,428
326,BUENOS AIRES,Junín,Saforcada,0,0,0,0,1,0,0,75,76
327,BUENOS AIRES,La Costa,Las Toninas,435,108,2,68,401,0,0,26,201
328,BUENOS AIRES,La Costa,Mar de Ajó - San Bernardo,144,433,33,905,104,0,0,1,1589
329,BUENOS AIRES,La Costa,San Clemente del Tuyú,197,355,5,743,234,0,0,40,865
330,BUENOS AIRES,La Costa,Santa Teresita - Mar del Tuyú,462,765,16,191,18,0,0,201,127
331,BUENOS AIRES,La Costa,Aguas Verdes,28,0,0,141,0,0,0,1,170
332,BUENOS AIRES,La Costa,Lucila Del Mar,101,943,0,147,205,0,0,1,272
333,BUENOS AIRES,La Matanza,20 De Junio,26,711,4,0,0,0,0,2,743
334,BUENOS AIRES,La Matanza,Aldo Bonzi,3,309,0,0,1,0,0,2,309
335,BUENOS AIRES,La Matanza,Ciudad Evita,351,104,27,317,31,0,0,108,1409
336,BUENOS AIRES,La Matanza,Gonzalez Catán,119,318,27,1504,33,8,0,152,4855
337,BUENOS AIRES,La Matanza,Gregorio De Laferrere,88,2713,15,1958,29,0,0,147,4831
338,BUENOS AIRES,La Matanza,Isidro Casanova,191,2192,34,2692,61,0,0,261,4939
339,BUENOS AIRES,La Matanza,La Tablada,365,1582,2,6,7,0,0,972,1717
340,BUENOS AIRES,La Matanza,Lomas Del Mirador,637,1312,11,4,13,0,0,66,1386
341,BUENOS AIRES,La Matanza,Rafael Castillo,34,1456,10,918,7,0,0,290,2407
342,BUENOS AIRES,La Matanza,Ramos Mejía,818,3704,80,782,95,2,0,20,4588
343,BUENOS AIRES,La Matanza,San Justo,668,2523,101,1338,111,1,0,879,4037
344,BUENOS AIRES,La Matanza,Tapiales,696,378,27,767,14,1,0,2,1219
345,BUENOS AIRES,La Matanza,Villa  Eduardo Madero,194,1692,50,119,76,0,0,174,2932
346,BUENOS AIRES,La Matanza,Villa Luzuriaga,170,1742,1,30,1,0,0,115,1773
347,BUENOS AIRES,La Matanza,Virrey Del Pino,453,2089,0,1,0,0,0,406,2682
348,BUENOS AIRES,La Plata,Abasto,176,621,0,419,0,0,0,5,499
349,BUENOS AIRES,La Plata,Angel Etcheverry,0,713,0,0,0,0,0,5,718
350,BUENOS AIRES,La Plata,Arturo Segui,0,184,0,0,0,0,0,0,184
351,BUENOS AIRES,La Plata,Barrio El Peligro,466,0,0,0,0,0,0,0,466
352,BUENOS AIRES,La Plata,City Bell,0,1241,0,239,0,0,0,145,1279
353,BUENOS AIRES,La Plata,colonia la plata,63,0,0,0,0,0,0,0,63
354,BUENOS AIRES,La Plata,Ignacio Correas,0,0,0,0,2,0,0,46,48
355,BUENOS AIRES,La Plata,Joaquin Gorina,0,887,0,132,0,0,0,0,102
356,BUENOS AIRES,La Plata,Jose Hernandez,0,30,0,20,0,0,0,0,50
357,BUENOS AIRES,La Plata,Jose Melchor Romero,0,931,0,0,0,0,0,0,931
358,BUENOS AIRES,La Plata,La Cumbre,0,0,0,0,0,0,0,145,145
359,BUENOS AIRES,La Plata,La Plata,118,13129,537,3949,805,9,0,324,18718
360,BUENOS AIRES,La Plata,Lisandro Olmos,0,267,0,0,0,0,0,0,267
361,BUENOS AIRES,La Plata,Los Hornos,0,356,0,482,0,0,0,145,419
362,BUENOS AIRES,La Plata,Manuel B Gonnet,0,1233,0,318,0,0,0,0,1265
363,BUENOS AIRES,La Plata,OTROS,0,22,0,9,0,0,0,0,31
364,BUENOS AIRES,La Plata,Ringuelet,0,407,0,255,0,0,0,0,432
365,BUENOS AIRES,La Plata,Tolosa,0,1338,0,513,0,0,0,0,1389
366,BUENOS AIRES,La Plata,Villa Elisa,0,64,0,151,0,0,0,145,67
367,BUENOS AIRES,La Plata,Villa Elvira,0,481,0,145,0,0,0,107,602
368,BUENOS AIRES,La Plata,ruta del sol,292,0,0,0,0,0,0,0,292
369,BUENOS AIRES,La Plata,El Retiro,0,0,0,1,0,0,0,0,1
370,BUENOS AIRES,La Plata,Transradio,0,0,0,0,0,1,0,0,1
371,BUENOS AIRES,La Plata,Arana,0,0,0,0,0,0,0,129,129
372,BUENOS AIRES,La Plata,Villa Garibaldi,0,0,0,0,0,0,0,904,904
373,BUENOS AIRES,La Plata,Villa Parque Sicardi,0,0,0,0,0,0,0,109,109
374,BUENOS AIRES,La Plata,Barrio El Carmen Oeste,0,0,0,0,0,0,0,145,145
375,BUENOS AIRES,La Plata,Barrio Gambier,0,0,0,0,0,0,0,145,145
376,BUENOS AIRES,La Plata,Villa Montoro,0,0,0,0,0,0,0,145,145
377,BUENOS AIRES,Lanús,Gerli,42,619,14,611,3,0,0,0,1236
378,BUENOS AIRES,Lanús,Lanús Este,551,2686,83,2668,82,1,0,315,5458
379,BUENOS AIRES,Lanús,Lanús Oeste,0,1211,1,1475,0,0,0,364,2722
380,BUENOS AIRES,Lanús,Monte Chingolo,73,1073,47,1599,71,0,0,0,2692
381,BUENOS AIRES,Lanús,Remedios Escalada De San Martin,65,1412,19,515,19,0,0,344,1972
382,BUENOS AIRES,Lanús,Valentín Alsina,192,722,79,1212,91,0,0,3,197
383,BUENOS AIRES,Laprida,Laprida,0,22,0,274,0,0,0,0,276
384,BUENOS AIRES,Laprida,Pueblo Nuevo,0,0,0,0,0,0,0,8,8
385,BUENOS AIRES,Laprida,Pueblo San Jorge,0,0,0,0,0,0,0,117,117
386,BUENOS AIRES,Las Flores,Las Flores,18,0,0,287,0,0,0,807,548
387,BUENOS AIRES,Las Flores,Coronel Boerr,0,0,0,0,0,0,0,3,3
388,BUENOS AIRES,Las Flores,El Trigo,0,0,0,1,0,0,0,3,4
389,BUENOS AIRES,Las Flores,Pardo,0,0,0,0,0,0,0,4,4
390,BUENOS AIRES,Leandro N. Alem,Alberdi Viejo,2,0,0,0,2,0,0,2,6
391,BUENOS AIRES,Leandro N. Alem,El Dorado,0,0,0,0,0,1,0,117,118
392,BUENOS AIRES,Leandro N. Alem,Fortín Acha,0,0,0,0,0,0,0,39,39
393,BUENOS AIRES,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),252,457,0,396,0,0,0,8,111
394,BUENOS AIRES,Leandro N. Alem,Leandro N. Alem,0,185,0,0,0,0,0,64,249
395,BUENOS AIRES,Leandro N. Alem,Vedia,941,0,0,15,573,1,0,131,284
396,BUENOS AIRES,Lincoln,Bayauca,0,0,0,0,1,0,0,43,44
397,BUENOS AIRES,Lincoln,Coronel Martínez de Hoz  (Ap. Kilómetro 322),288,0,0,0,0,0,0,0,288
398,BUENOS AIRES,Lincoln,El Triunfo,0,0,1,10,0,0,0,0,11
399,BUENOS AIRES,Lincoln,Las Toscas,330,0,0,0,0,0,0,0,330
400,BUENOS AIRES,Lincoln,Lincoln,813,871,39,11,1,0,0,0,958
401,BUENOS AIRES,Lincoln,Pasteur,0,0,0,0,0,2,0,487,489
402,BUENOS AIRES,Lincoln,Roberts,0,0,1,699,0,0,0,0,700
403,BUENOS AIRES,Lincoln,Arenaza,0,0,0,293,0,0,0,0,293
404,BUENOS AIRES,Lincoln,Carlos Salas,0,0,0,0,0,0,0,123,123
405,BUENOS AIRES,Lobería,Lobería,753,0,7,902,15,1,0,716,239
406,BUENOS AIRES,Lobería,San Manuel,0,0,0,322,0,0,0,177,499
407,BUENOS AIRES,Lobería,Arenas Verdes,0,0,0,0,0,0,0,11,11
408,BUENOS AIRES,Lobería,Licenciado Matienzo,0,0,0,0,0,0,0,1,1
409,BUENOS AIRES,Lobería,Pieres,0,0,0,0,0,0,0,7,7
410,BUENOS AIRES,Lobería,Tamangueyú,0,0,0,0,0,0,0,28,28
411,BUENOS AIRES,Lobos,Antonio Carboni,4,0,1,122,156,0,0,101,384
412,BUENOS AIRES,Lobos,Elvira,0,0,0,61,0,0,0,74,135
413,BUENOS AIRES,Lobos,Lobos,730,5,10,285,0,0,0,151,511
414,BUENOS AIRES,Lobos,Salvador María,87,0,0,446,0,0,0,265,798
415,BUENOS AIRES,Lomas De Zamora,Banfield,302,5808,80,973,180,1,0,0,6837
416,BUENOS AIRES,Lomas De Zamora,Llavallol,136,72,34,704,36,0,0,2,1445
417,BUENOS AIRES,Lomas De Zamora,Lomas De Zamora,550,3534,112,1164,300,2,0,233,5028
418,BUENOS AIRES,Lomas De Zamora,Temperley,39,2551,19,91,50,2,0,0,3472
419,BUENOS AIRES,Lomas De Zamora,Turdera,38,24,21,629,1,0,0,0,875
420,BUENOS AIRES,Lomas De Zamora,Villa Centenario,0,45,0,165,0,0,0,300,510
421,BUENOS AIRES,Lomas De Zamora,Villa Fiorito,0,175,0,203,0,0,0,666,104
422,BUENOS AIRES,Luján,Barrio Las Casuarinas,0,0,0,115,0,0,0,25,140
423,BUENOS AIRES,Luján,Carlos Keen,0,0,0,0,0,0,0,20,20
424,BUENOS AIRES,Luján,Cortines,79,0,0,402,0,0,0,41,522
425,BUENOS AIRES,Luján,José María Jáuregui (Est. Jáuregui),450,1,0,236,0,0,0,20,383
426,BUENOS AIRES,Luján,Lezica y Torrezuri,0,0,0,0,0,0,0,38,38
427,BUENOS AIRES,Luján,Luján,244,1279,37,1053,37,1,0,203,2787
428,BUENOS AIRES,Luján,Olivera,0,0,0,5,0,0,0,42,47
429,BUENOS AIRES,Luján,Open Door  (Est. Dr. Domingo Cabred),306,0,4,0,0,0,0,49,359
430,BUENOS AIRES,Luján,OTROS,0,0,0,0,0,0,0,42,42
431,BUENOS AIRES,Luján,Torres,148,0,0,0,0,0,0,21,169
432,BUENOS AIRES,Magdalena,General Mansilla  (Est. Bartolomé Bavio),0,544,0,409,0,0,0,0,953
433,BUENOS AIRES,Magdalena,Magdalena,708,298,1,0,0,0,437,3,413
434,BUENOS AIRES,Magdalena,Vieytes,0,0,0,28,0,0,0,84,112
435,BUENOS AIRES,Magdalena,Atalaya,0,0,0,353,0,0,0,0,353
436,BUENOS AIRES,Magdalena,Los Naranjos,0,0,0,46,0,0,0,0,46
437,BUENOS AIRES,Magdalena,Roberto J. Payró,0,0,0,0,0,0,0,32,32
438,BUENOS AIRES,Maipú,Las Armas,99,0,0,0,0,0,0,54,153
439,BUENOS AIRES,Maipú,Maipú,644,0,7,0,11,0,0,20,177
440,BUENOS AIRES,Maipú,Santo Domingo,0,0,0,0,0,1,0,7,8
441,BUENOS AIRES,Malvinas Argentinas,Area De Promocion El Triángulo,101,0,0,110,0,0,0,0,211
442,BUENOS AIRES,Malvinas Argentinas,Grand Bourg,358,674,0,534,1,0,0,0,1567
443,BUENOS AIRES,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,454,321,0,2,1,0,0,110,377
444,BUENOS AIRES,Malvinas Argentinas,Ingeniero Pablo Nogués,107,311,3,853,3,0,0,1,504
445,BUENOS AIRES,Malvinas Argentinas,Los Polvorines,263,664,23,617,5,1,0,1,131
446,BUENOS AIRES,Malvinas Argentinas,Malvinas Argentinas,0,78,0,1,0,0,0,14,93
447,BUENOS AIRES,Malvinas Argentinas,Tortuguitas,162,346,1,46,417,0,0,0,93
448,BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,28,358,3,257,5,0,0,22,621
449,BUENOS AIRES,Mar Chiquita,Coronel Vidal,3,161,0,284,0,0,0,159,205
450,BUENOS AIRES,Mar Chiquita,General Pirán,0,0,1,750,0,0,0,69,820
451,BUENOS AIRES,Mar Chiquita,La Armonía,0,0,0,0,0,0,0,101,101
452,BUENOS AIRES,Mar Chiquita,Mar de Cobo,182,0,1,144,0,0,0,0,162
453,BUENOS AIRES,Mar Chiquita,Santa Clara del Mar,205,0,0,699,0,0,0,736,349
454,BUENOS AIRES,Mar Chiquita,Playa Dorada,0,0,0,0,0,0,0,98,98
455,BUENOS AIRES,Mar Chiquita,La Caleta,0,0,0,0,0,0,0,157,157
456,BUENOS AIRES,Mar Chiquita,Vivoratá,0,0,0,15,0,1,0,303,319
457,BUENOS AIRES,Marcos Paz,Marcos Paz,257,868,11,123,3,1,0,19,1141
458,BUENOS AIRES,Mercedes,Mercedes,121,631,59,276,59,3,0,159,1199
459,BUENOS AIRES,Mercedes,Gowland,0,0,0,5,0,0,0,101,106
460,BUENOS AIRES,Mercedes,Jorge Born,0,0,0,0,0,0,0,5,5
461,BUENOS AIRES,Merlo,Libertad,98,127,12,1452,11,1,0,176,291
462,BUENOS AIRES,Merlo,Mariano Acosta,444,722,0,528,0,0,0,8,1695
463,BUENOS AIRES,Merlo,Merlo,426,3876,69,2337,121,0,0,105,638
464,BUENOS AIRES,Merlo,OTROS,0,0,0,1,0,0,0,0,1
465,BUENOS AIRES,Merlo,Pontevedra,678,385,2,4,0,0,0,18,634
466,BUENOS AIRES,Merlo,San Antonio De Padua,15,672,3,606,4,0,0,460,1327
467,BUENOS AIRES,Monte,San Miguel del Monte  (Est. Monte),487,193,3,377,0,0,0,371,657
468,BUENOS AIRES,Monte,Abbott,0,0,0,302,0,0,0,18,320
469,BUENOS AIRES,Monte Hermoso,Balneario Sauce Grande,1,0,0,695,0,0,0,0,696
470,BUENOS AIRES,Monte Hermoso,Monte Hermoso,14,0,0,594,0,0,0,0,596
471,BUENOS AIRES,Moreno,Cuartel V,0,34,4,631,0,0,0,145,814
472,BUENOS AIRES,Moreno,Francisco Alvarez,978,455,10,115,98,0,0,199,698
473,BUENOS AIRES,Moreno,La Reja,61,525,8,21,493,1,0,190,81
474,BUENOS AIRES,Moreno,Moreno,440,4982,88,1839,268,4,0,719,6973
475,BUENOS AIRES,Moreno,Paso Del Rey,0,695,0,182,0,3,0,100,888
476,BUENOS AIRES,Moreno,Trujui,240,377,14,1234,2,0,0,130,1649
477,BUENOS AIRES,Morón,Castelar,6,1878,0,1134,12,0,0,100,3024
478,BUENOS AIRES,Morón,El Palomar,198,928,4,441,9,1,0,19,1392
479,BUENOS AIRES,Morón,Haedo,277,993,102,1344,107,0,0,33,2389
480,BUENOS AIRES,Morón,Moron,844,2093,71,2523,88,3,0,19,4719
481,BUENOS AIRES,Morón,Villa Sarmiento,15,479,19,488,0,2,0,91,98
482,BUENOS AIRES,Navarro,Las Marianas,0,0,0,0,0,0,0,203,203
483,BUENOS AIRES,Navarro,Navarro,392,192,3,181,0,1,0,194,432
484,BUENOS AIRES,Navarro,Villa Moll  (Est. Moll),0,0,0,6,0,0,0,167,173
485,BUENOS AIRES,Navarro,José Juan Almeyra,0,0,0,0,0,0,0,99,99
486,BUENOS AIRES,Necochea,Claraz,0,0,0,0,0,0,0,105,105
487,BUENOS AIRES,Necochea,Juan N. Fernández,525,0,0,0,0,2,0,113,640
488,BUENOS AIRES,Necochea,Necochea - Quequén,324,414,155,1466,156,1,0,218,2454
489,BUENOS AIRES,Necochea,Nicanor Olivera  (Est. La Dulce),1,0,2,0,0,0,0,713,716
490,BUENOS AIRES,Necochea,OTROS,0,0,0,0,0,0,0,16,16
491,BUENOS AIRES,Necochea,Costa Bonita,0,0,0,0,0,0,0,14,14
492,BUENOS AIRES,Necochea,Energía,0,0,0,0,0,0,0,13,13
493,BUENOS AIRES,Olavarría,Hinojo,13,0,0,0,0,1,0,0,14
494,BUENOS AIRES,Olavarría,Olavarría,365,184,6,221,65,5,0,0,2434
495,BUENOS AIRES,Olavarría,Sierra Chica,0,510,0,0,0,0,0,0,510
496,BUENOS AIRES,Olavarría,Sierras Bayas,272,0,1,0,0,0,0,0,273
497,BUENOS AIRES,Olavarría,Villa Alfredo Fortabat,195,0,0,0,0,0,0,0,195
498,BUENOS AIRES,Olavarría,Colonia Hinojo,0,0,0,0,0,0,0,1,1
499,BUENOS AIRES,OTROS,OTROS,7,0,0,0,2798,0,0,0,2799
500,BUENOS AIRES,Patagones,Bahía San Blas,0,0,1,0,0,0,0,4,5
501,BUENOS AIRES,Patagones,Carmen de Patagones,111,0,26,416,29,1,0,13,534
502,BUENOS AIRES,Patagones,José B. Casas,0,0,0,0,1,0,0,5,6
503,BUENOS AIRES,Patagones,Juan A. Pradere,0,84,0,0,1,0,0,4,89
504,BUENOS AIRES,Patagones,Stroeder,0,0,1,452,1,0,0,173,627
505,BUENOS AIRES,Patagones,Villalonga,117,0,7,749,0,0,0,245,112
506,BUENOS AIRES,Pehuajó,Chiclana,0,0,0,0,0,0,0,9,9
507,BUENOS AIRES,Pehuajó,Francisco Madero,0,0,1,0,0,0,0,3,4
508,BUENOS AIRES,Pehuajó,Juan José Paso,0,0,0,28,0,0,0,385,413
509,BUENOS AIRES,Pehuajó,Magdala,0,0,0,0,0,0,0,7,7
510,BUENOS AIRES,Pehuajó,Mones Cazón,0,0,0,0,0,0,0,3,3
511,BUENOS AIRES,Pehuajó,Pehuajó,435,1,68,5,69,0,0,265,475
512,BUENOS AIRES,Pehuajó,San Esteban,0,0,0,0,0,0,0,3,3
513,BUENOS AIRES,Pehuajó,Capitán Castro,0,0,0,0,0,0,0,3,3
514,BUENOS AIRES,Pehuajó,Inocencio Sosa,0,0,0,0,0,0,0,3,3
515,BUENOS AIRES,Pehuajó,Nueva Plata,0,0,0,0,0,0,0,3,3
516,BUENOS AIRES,Pehuajó,San Bernardo  (Est. Guanaco),0,0,0,0,0,0,0,3,3
517,BUENOS AIRES,Pellegrini,Pellegrini,311,797,5,0,0,3,0,32,115
518,BUENOS AIRES,Pergamino,Acevedo,115,153,0,0,0,0,0,184,452
519,BUENOS AIRES,Pergamino,Fontezuela,22,0,0,107,1,0,0,10,140
520,BUENOS AIRES,Pergamino,Guerrico,0,61,0,0,0,1,0,54,116
521,BUENOS AIRES,Pergamino,Juan A. de la Peña,0,0,0,0,0,0,0,51,51
522,BUENOS AIRES,Pergamino,Juan Anchorena  (Est. Urquiza),48,0,0,251,2,0,0,15,316
523,BUENOS AIRES,Pergamino,La Violeta,346,0,0,0,0,0,0,0,346
524,BUENOS AIRES,Pergamino,Manuel Ocampo,0,0,0,448,0,0,0,44,492
525,BUENOS AIRES,Pergamino,Mariano H. Alfonzo  (Est. San Patricio),0,0,0,0,0,1,0,0,1
526,BUENOS AIRES,Pergamino,Pergamino,256,1881,82,12,82,2,0,524,2327
527,BUENOS AIRES,Pergamino,Pinzón,0,0,0,0,0,0,0,1,1
528,BUENOS AIRES,Pergamino,Rancagua,109,0,0,102,0,0,0,0,211
529,BUENOS AIRES,Pergamino,Villa San José,0,0,0,3,0,0,0,0,3
530,BUENOS AIRES,Pila,Casalins,0,0,0,0,0,0,0,5,5
531,BUENOS AIRES,Pila,Pila,0,0,1,23,0,0,0,51,75
532,BUENOS AIRES,Pilar,Del Viso,1866,337,0,17,1,0,0,553,226
533,BUENOS AIRES,Pilar,Fátima,396,84,0,259,0,0,0,1,307
534,BUENOS AIRES,Pilar,La Lonja,329,144,0,20,0,0,0,467,521
535,BUENOS AIRES,Pilar,Los Cachorros,0,327,0,0,0,0,0,0,327
536,BUENOS AIRES,Pilar,Manzanares,0,691,0,3,0,0,0,3,697
537,BUENOS AIRES,Pilar,Maquinista F. Savio (oeste),0,0,0,0,0,0,0,54,54
538,BUENOS AIRES,Pilar,OTROS,0,1,0,5,0,0,0,268,274
539,BUENOS AIRES,Pilar,Pilar,295,2691,35,1265,663,4,90,630,4392
540,BUENOS AIRES,Pilar,Presidente Derqui,156,577,0,82,0,0,0,604,802
541,BUENOS AIRES,Pilar,Santa Teresa,0,0,0,0,0,2,0,0,2
542,BUENOS AIRES,Pilar,Tortuguitas,0,0,0,2,0,2,0,3,7
543,BUENOS AIRES,Pilar,Villa Astolfi,0,145,0,3,0,0,0,9,147
544,BUENOS AIRES,Pilar,Villa Rosa,616,742,3,327,0,0,360,441,917
545,BUENOS AIRES,Pilar,Zelaya,29,8,0,0,2,0,0,5,44
546,BUENOS AIRES,Pilar,Manuel Alberti,0,184,0,538,0,0,0,0,238
547,BUENOS AIRES,Pinamar,Pinamar,917,283,0,1481,1,3,0,0,2781
548,BUENOS AIRES,Pinamar,Carilo,0,742,0,0,0,0,0,0,742
549,BUENOS AIRES,Presidente Perón,Guernica,77,1336,8,624,8,0,0,115,198
550,BUENOS AIRES,Puán,Bordenave,0,0,0,172,0,1,0,159,332
551,BUENOS AIRES,Puán,Darregueira,238,946,1,111,0,0,0,87,238
552,BUENOS AIRES,Puán,Puán,0,21,0,1,0,1,0,92,219
553,BUENOS AIRES,Puán,Villa Iris,0,0,0,611,0,0,0,232,843
554,BUENOS AIRES,Puán,San Germán,0,0,0,0,0,0,0,53,53
555,BUENOS AIRES,Punta Indio,Pipinas,0,114,0,0,0,0,0,0,114
556,BUENOS AIRES,Punta Indio,Verónica,227,816,0,6,0,0,0,0,105
557,BUENOS AIRES,Punta Indio,Punta Indio,0,0,0,0,0,0,0,115,115
558,BUENOS AIRES,Quilmes,Bernal,135,2119,69,949,75,1,0,0,3096
559,BUENOS AIRES,Quilmes,Bernal Oeste,71,365,3,179,28,0,0,0,554
560,BUENOS AIRES,Quilmes,Don Bosco,0,302,0,3,1,0,0,0,303
561,BUENOS AIRES,Quilmes,Ezpeleta,112,1342,8,255,16,0,0,319,1642
562,BUENOS AIRES,Quilmes,Ezpeleta Oeste,48,148,8,393,16,0,0,0,547
563,BUENOS AIRES,Quilmes,Quilmes,88,4896,78,1232,172,2,0,141,6176
564,BUENOS AIRES,Quilmes,Quilmes Oeste,113,766,48,137,40,0,0,2,2156
565,BUENOS AIRES,Quilmes,San Francisco Solano,0,1143,0,33,30,0,0,114,1161
566,BUENOS AIRES,Quilmes,Villa La Florida,22,521,5,691,0,0,0,114,1226
567,BUENOS AIRES,Ramallo,EL PARAÍSO,0,0,0,0,30,0,0,0,30
568,BUENOS AIRES,Ramallo,OTROS,0,0,0,0,10,0,0,0,10
569,BUENOS AIRES,Ramallo,Pérez Millán,0,0,0,1,0,0,0,0,1
570,BUENOS AIRES,Ramallo,RAMALLO,374,114,0,1,118,1,0,2,269
571,BUENOS AIRES,Ramallo,VILLA RAMALLO,501,194,0,1,327,0,0,0,277
572,BUENOS AIRES,Rauch,OTROS,0,0,0,0,0,0,0,15,15
573,BUENOS AIRES,Rauch,Rauch,1,0,8,514,0,1,0,93,162
574,BUENOS AIRES,Rivadavia,América,577,928,0,177,1,1,0,810,409
575,BUENOS AIRES,Rivadavia,Fortín Olavarría,272,0,0,205,0,0,0,0,477
576,BUENOS AIRES,Rivadavia,González Moreno,0,0,0,0,0,0,0,1,1
577,BUENOS AIRES,Rivadavia,Sansinena,0,0,0,196,0,0,0,175,371
578,BUENOS AIRES,Rojas,Las Carabelas,0,0,0,195,0,1,0,47,243
579,BUENOS AIRES,Rojas,Rojas,595,354,2,116,0,0,0,148,677
580,BUENOS AIRES,Rojas,Rafael Obligado,0,0,0,0,0,0,0,26,26
581,BUENOS AIRES,Roque Pérez,Carlos Beguerie,0,0,0,156,0,0,0,39,195
582,BUENOS AIRES,Roque Pérez,Roque Pérez,191,531,1,161,0,0,0,293,263
583,BUENOS AIRES,Saavedra,Espartillar,0,0,0,314,0,0,0,79,393
584,BUENOS AIRES,Saavedra,Pigüé,191,0,3,466,0,0,0,0,486
585,BUENOS AIRES,Saavedra,Saavedra,0,0,0,9,0,0,0,23,32
586,BUENOS AIRES,Saavedra,Goyena,0,0,0,44,0,0,0,0,44
587,BUENOS AIRES,Saavedra,Arroyo Corto,0,0,0,259,0,0,0,0,259
588,BUENOS AIRES,Saladillo,Del Carril,0,0,0,0,0,0,0,2,2
589,BUENOS AIRES,Saladillo,Saladillo,604,467,0,432,47,0,0,392,1003
590,BUENOS AIRES,Saladillo,Cazón,0,0,0,45,0,0,0,0,45
591,BUENOS AIRES,Saladillo,Alvarez de Toledo,0,0,0,40,0,0,0,0,40
592,BUENOS AIRES,Salliqueló,Quenumá,0,0,0,0,36,0,0,0,36
593,BUENOS AIRES,Salliqueló,Salliqueló,151,0,3,0,0,2,0,0,156
594,BUENOS AIRES,Salto,Arroyo Dulce,438,0,0,51,0,0,0,37,526
595,BUENOS AIRES,Salto,Gahan,181,0,0,0,0,0,0,0,181
596,BUENOS AIRES,Salto,Inés Indart,0,0,0,15,189,4,0,0,208
597,BUENOS AIRES,Salto,Salto,891,132,1,813,0,0,0,0,1035
598,BUENOS AIRES,San Andrés de Giles,Azcuénaga,0,0,0,55,7,0,0,54,116
599,BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,470,684,1,372,486,1,0,0,536
600,BUENOS AIRES,San Andrés de Giles,Solís,46,0,0,261,0,1,0,107,415
601,BUENOS AIRES,San Andrés de Giles,Villa Ruiz,0,0,0,140,0,0,0,86,226
602,BUENOS AIRES,San Andrés de Giles,Villa Espil,0,0,0,0,0,0,0,104,104
603,BUENOS AIRES,San Andrés de Giles,Cucullú,0,0,0,0,218,0,0,24,242
604,BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,119,184,5,272,0,3,0,222,798
605,BUENOS AIRES,San Antonio de Areco,Villa Lía,190,0,0,245,0,0,0,56,491
606,BUENOS AIRES,San Antonio de Areco,Duggan,0,0,0,231,0,0,0,278,509
607,BUENOS AIRES,San Cayetano,Balneario San Cayetano,0,0,0,113,0,0,0,1,114
608,BUENOS AIRES,San Cayetano,San Cayetano,146,984,0,902,0,0,0,268,23
